#Reps,MilaLexiconPointer,Undotted,POS
327,240,האמין,participle:verb
327,3841,תינוק,noun
327,3903,טלוויזיה,noun
327,7648,ערבי,noun
327,8178,תחושה,noun
326,19384,קיצוני,adjective
326,2167,אליעזר,properName
326,5611,הפך,verb
325,10630,בחן,verb
325,17568,טיפל,verb
325,19064,איגוד,noun
325,19347,קהל,noun
324,15608,דמוקרטי,adjective
324,1819,גידל,verb
324,19949,החל,participle:noun
324,3592,רפואה,noun
324,4745,שליש,noun
324,5433,פנים,noun
324,6698,מעורב,adjective
324,7083,התברר,verb
322,10622,טובה,noun
322,14544,פנייה,noun
322,19693,כמעט,adverb
322,20812,אולי,adverb
322,3919,כלל,verb
322,7174,מודיעין,noun
322,7413,מגזר,noun
321,14909,פתח,noun
321,15233,הריסה,noun
321,19971,"חו""ל",noun
320,19367,התנגד,participle:verb
320,571,הגן,verb
319,2081,יועד,participle:verb
319,8241,קיבל,participle:verb
318,5714,דור,noun
318,6084,יציאה,noun
318,7404,העמיד,verb
318,8805,ארבע,numeral
317,10129,שלום,properName
317,1850,שישה,numeral
317,5787,מחדש,adverb
317,9503,בריטניה,properName
316,1158,יהדות,noun
316,16044,תיאום,noun
316,19611,הנחיה,noun
315,1223,"מד""א",properName
315,13870,חוקה,noun
315,14572,התמודד,verb
315,19275,לחימה,noun
314,17096,סעיף,noun
314,18093,משמעות,noun
313,1886,חיזק,verb
313,24716,איך,interrogative
313,5248,מוקד,noun
312,1249,עסקה,noun
312,12951,אויב,noun
312,18226,הרס,verb
312,5136,הסכים,verb
312,8623,נתון,noun
311,10481,רכש,verb
311,1636,ישב,verb
311,19247,טרם,adverb
311,2164,השתמש,verb
311,4344,פיקוח,noun
311,8289,מילואים,noun
311,8589,איסלאמי,adjective
310,12387,עברי,adjective
309,6412,אלים,adjective
308,11417,שיגר,verb
308,12015,דת,noun
308,18217,שדה,noun
306,11323,ציר,noun
306,17624,מסלול,noun
306,183,מיידי,adjective
306,19498,שורה,noun
306,2897,הסתיים,verb
306,3938,סוכן,participle:adjective
306,8417,סביב,preposition
304,855,סניף,noun
304,9514,צעיר,adjective
303,17841,בפועל,adverb
303,89,הועמד,participle:noun
303,9433,הודה,verb
302,3710,הפרה,noun
302,6879,אזרחי,adjective
301,10389,בריטי,adjective
301,5163,כמות,noun
301,8922,עלמין,noun
300,11390,תרבות,noun
300,1358,מחלקה,noun
299,14954,תערוכה,noun
299,1541,שבה,verb
299,15678,ספטמבר,properName
298,28053,רוב,noun
297,12228,כרם,noun
297,146,תחבורה,noun
297,18508,לשון,noun
297,20538,עץ,participle:noun
297,5482,חיזבאללה,properName
295,12708,שינה,verb
295,27838,עקב,preposition
295,5064,סירוב,noun
294,15862,לחם,participle:noun
294,16550,עתה,adverb
294,18024,מתקפה,noun
294,3684,תיקן,participle:noun
294,8951,רקע,noun
293,21742,חסר,adjective
293,2460,שהה,verb
292,13825,צרפת,properName
292,20338,דירה,noun
291,10769,מר,adjective
291,13452,ישיר,adjective
291,17112,יסוד,noun
291,25266,קצב,properName
291,7060,קבל,verb
291,7814,גרם,participle:verb
290,15349,טכנולוגיה,noun
290,3923,תקווה,noun
290,5702,בנה,verb
290,9856,אירופי,adjective
289,13170,ועידה,noun
289,1539,שותף,noun
289,3998,חיבל,verb
289,9262,חקלאי,noun
289,9763,תרם,verb
288,12110,אודות,preposition
288,14473,בירה,noun
288,19867,ייחודי,adjective
288,22194,חקלאי,adjective
288,8391,סיים,verb
287,13540,פרי,noun
287,16906,נוצר,verb
287,1893,אלדד,properName
287,701,נקט,verb
286,15882,חילק,participle:noun
286,19087,רוסי,adjective
285,15549,פחות,adverb
285,276,ניהל,verb
285,6236,אפשרי,adjective
284,12289,"חב""ד",properName
284,15191,פלילי,adjective
284,17502,חלה,participle:noun
284,19701,דן,properName
284,21641,יוסי,properName
284,25860,בעוד,preposition
284,3571,סוף,noun
283,12264,היווה,verb
283,12678,תמך,participle:verb
283,13723,איתן,properName
283,15594,מזוז,properName
283,16859,הפגין,verb
283,20302,מיל,noun
283,9206,ניתוח,noun
282,2138,אלון,properName
282,2165,אמנם,adverb
282,2953,עסקי,adjective
282,5216,הכריז,verb
282,8135,סגר,verb
282,9266,מכונית,noun
281,124,שליטה,noun
281,12906,בכלל,adverb
280,12509,ידע,participle:verb
280,12,עצמאות,noun
280,15156,התנדב,participle:noun
280,18548,ממשלתי,adjective
280,20473,צד,noun
279,28918,כאלה,pronoun
278,15356,חבלה,noun
278,5536,מאמר,noun
278,9659,קואליציה,noun
277,10820,זמני,adjective
277,14604,מרדכי,properName
277,4953,קריה,noun
277,7805,מלא,adjective
276,18887,בהתאם,adverb
276,20897,הפעלה,noun
276,24861,כגון,preposition
276,4241,שמר,participle:noun
275,1000,פקודה,noun
275,1636,ישב,participle:noun
275,1969,חובה,noun
275,20853,אורי,properName
275,9669,הציע,participle:verb
274,12283,דואר,noun
274,14335,ציוני,adjective
274,4999,שגריר,noun
273,10426,הבין,participle:verb
273,12428,איראן,properName
273,13957,שירת,verb
273,25378,אורלב,properName
273,9223,אולמרט,properName
272,14841,אמון,noun
272,16056,רבי,noun
272,4154,פיצוץ,noun
271,10817,פתח,participle:adjective
271,2797,מלך,noun
271,5936,מגע,noun
271,627,גופה,noun
270,12883,חשב,verb
270,16343,לראשונה,adverb
270,17373,אמונה,noun
270,20980,התנחל,participle:noun
269,0,זה.,properName
269,13114,קושי,noun
269,18472,גרמניה,properName
269,20715,קשר,participle:verb
269,25647,פינס,properName
269,2985,יצירה,noun
269,9706,מוסרי,adjective
268,10227,מכללה,noun
268,11777,עיראק,properName
268,17953,הסתה,noun
267,14363,קידום,noun
267,19815,סיכום,noun
267,20237,מומחה,noun
267,2297,רפורמה,noun
267,6821,תיקון,noun
266,14410,צעדה,noun
266,14446,ציונות,noun
266,9401,נשלח,verb
265,18770,פנימי,adjective
265,9086,התגלה,verb
264,10096,נאום,noun
264,1070,לנדאו,properName
264,11097,הוצא,participle:noun
264,8906,בינוני,adjective
263,10118,כינס,verb
263,11140,צפון,noun
263,19698,פסק,noun
263,4008,חריף,adjective
263,436,אבטחה,noun
263,6427,אילן,properName
262,16694,בגין,preposition
262,1693,המון,noun
262,21057,הצלה,noun
262,4049,תחרות,noun
262,4248,אושר,verb
262,8502,הטיל,verb
261,120,מדע,noun
261,12707,עימות,noun
261,13440,נתן,participle:verb
261,15071,דאג,verb
261,25850,איזה,quantifier
261,73,ארגן,participle:noun
259,18339,עונין,participle:verb
259,4790,דוגמה,noun
259,6345,העריך,participle:verb
258,11126,"מו""מ",noun
258,13763,כספי,adjective
258,14161,חופשי,adjective
258,15375,אמת,noun
258,2090,חישב,participle:noun
258,2232,הלכה,noun
258,237,נלחם,verb
257,18384,עיקרי,adjective
257,2948,שיקול,noun
257,5516,הוכיח,verb
257,7760,עבירות,noun
257,9588,שביתה,noun
256,11115,רימון,noun
256,17519,נדרש,verb
256,19924,כהנא,properName
256,20567,תיחם,participle:noun
256,24626,חד,wPrefix
256,413,כוונת,noun
256,5887,צבי,properName
255,12726,חי,verb
255,17263,רפיח,properName
255,193,סחר,noun
255,19432,איסור,noun
255,4029,כלי,noun
255,5823,אשתקד,adverb
255,8698,חולייה,noun
254,13834,חירום,noun
254,24680,מדוע,interrogative
254,5356,עירב,participle:noun
254,5932,בעד,preposition
254,6101,אכיפה,noun
254,8342,החזיר,verb
253,7322,דגל,noun
252,11379,רמאללה,properName
252,3519,עשרה,numeral
251,10372,זיכרון,noun
251,12265,פליט,noun
251,125,"ז""ל",title
251,13224,ניצול,noun
251,15427,ייצור,noun
251,3044,מאחורי,preposition
251,3383,גילוי,noun
250,2514,ירוק,adjective
250,2707,לימוד,noun
250,6932,נבחר,verb
250,7531,"ש""ס",properName
250,8242,מהיר,adjective
249,11477,חזית,noun
249,11849,נדל,noun
249,13062,קיץ,noun
249,19283,אליהו,properName
249,21588,מכיוון,conjunction
249,8586,עלות,noun
248,21003,חייל,verb
248,2186,יהודית,properName
248,21955,כתום,adjective
248,27940,בית,properName
248,8387,חלב,noun
247,10098,אשקלון,properName
247,11141,דקות,noun
247,12678,תמך,participle:noun
247,16739,כיוון,conjunction
247,18055,ביום,noun
247,19336,מיכאל,properName
247,19367,התנגד,verb
247,24375,אמריקני,noun
246,12509,ידע,participle:noun
246,16657,פקד,participle:noun
246,21639,יעלון,properName
246,2855,השיג,verb
246,7087,ציון,noun
246,7826,שנתי,adjective
246,7876,אירע,verb
245,10472,חגי,properName
245,10859,זיהה,verb
245,12014,איתר,verb
245,12828,אילו,conjunction
245,14783,ביטול,noun
245,15330,התייחס,participle:verb
245,3832,לבנת,properName
244,12009,טיול,noun
244,2103,אהוד,properName
244,6024,שוחרר,verb
243,14178,אישים,noun
243,16917,שיר,noun
243,18867,זכר,noun
243,5278,השפעה,noun
242,12161,כדור,noun
242,19992,פצוע,noun
242,2118,ירדן,properName
241,11191,זוג,noun
241,17302,התנהגות,noun
241,17607,מעורבות,noun
241,18747,יומן,noun
240,3353,ראשונים,noun
239,14695,התקיים,participle:verb
239,16437,עין,noun
239,17132,הוחלט,participle:adjective
239,18452,דר,participle:noun
239,4270,זכור,adjective
238,12716,כיפר,verb
238,17957,ניהול,noun
238,19548,מסיבה,noun
238,20000,"עפ""י",preposition
238,21633,גליל,properName
238,26738,"הי""ד",adjective
238,3876,יוזמה,noun
238,5975,ניצח,verb
237,10343,כלל,adverb
237,10398,אדן,noun
237,12491,רביעי,numeral
236,18854,היערכות,noun
236,19842,חשיפה,noun
236,6130,דרך,preposition
235,11656,שיפור,noun
235,16267,חווה,participle:noun
235,23978,פרש,verb
235,7498,פצע,participle:noun
234,0,הינה,properName
234,1088,מעבר,preposition
234,12163,מסר,noun
234,21706,ליברמן,properName
234,7296,עדות,noun
233,10634,הובא,verb
233,12509,ידע,participle:adjective
233,24734,בלי,preposition
233,6949,מסקנה,noun
232,12460,ישי,properName
232,13476,הצהרה,noun
232,1602,ראשוני,adjective
232,18733,שלמה,properName
232,8258,התחייבות,noun
231,11250,הכין,verb
231,11554,משאית,noun
231,11872,קרס,participle:noun
231,12291,התבצע,verb
231,12419,מסחר,noun
231,3712,נהג,noun
230,11814,בטוח,adjective
230,14294,בקרוב,adverb
230,18510,רבנות,noun
230,19571,חרדי,adjective
230,19818,אינטרס,noun
230,6081,הכניס,verb
229,10121,חושבן,verb
229,11267,הכשיר,participle:noun
229,13755,התנהלות,noun
229,16704,טרוריסט,adjective
229,18820,תוספת,noun
229,20167,מחוזי,adjective
229,6032,נאמן,participle:noun
229,9168,שמונה,numeral
228,11712,סרטן,noun
228,13018,רעיון,noun
227,17871,קילומטר,noun
227,19274,אמנה,noun
227,20620,זהות,noun
227,3075,מינה,verb
227,4604,סוהר,noun
227,8763,גל,noun
227,9381,מאחר,conjunction
226,24919,עשוי,modal
226,25614,אין,modal
225,10603,נוהל,noun
225,2374,חתימה,noun
224,16466,מילא,verb
224,1843,כאילו,conjunction
224,21595,שלם,adjective
224,7674,נשמע,verb
224,7904,הגדיר,verb
223,13847,חשש,participle:verb
223,15314,מפה,noun
223,15634,שטרן,properName
223,16444,חוב,noun
223,19668,נחשף,verb
223,6184,הבטחה,noun
223,7898,סיכוי,noun
223,889,מצוקה,noun
223,9432,צרכן,noun
222,12660,כותרת,noun
222,1387,דוברה,noun
222,13889,שחור,adjective
222,14433,הציב,verb
222,21723,לנוכח,preposition
222,5070,סדרה,noun
222,5093,אם,noun
222,7625,עצם,participle:adjective
222,9022,מצא,participle:adjective
221,10596,נודע,verb
221,14847,ואשינגטון,properName
221,3472,חיזוק,noun
220,14092,הוקדם,participle:adjective
220,18285,עודד,verb
220,2130,אוסלו,properName
220,21617,משם,adverb
220,3768,"ת""א",properName
220,9779,"תמ""ת",noun
219,12712,הזכיר,participle:verb
219,20531,בטרם,preposition
219,3743,נוה,properName
219,4326,סגירה,noun
219,4754,סין,properName
219,9254,הכרעה,noun
218,11230,חש,verb
218,13945,הוביל,participle:noun
218,18940,תאריך,noun
217,19925,רישיון,noun
217,2386,עתיק,adjective
216,10048,משל,noun
216,11189,התאבדות,noun
216,16530,אי,noun
216,1718,סיפק,verb
216,18143,ממוצע,noun
216,1842,גירש,participle:noun
216,6120,טל,properName
215,12904,נחל,verb
215,13802,רדיו,noun
215,15693,נאלץ,verb
215,16110,חייב,participle:verb
215,17559,גב,noun
215,7162,צמיחה,noun
215,7680,התגורר,participle:verb
214,0,ניו,properName
214,12726,חי,participle:adjective
214,18207,הזדהות,noun
214,24922,צפוי,modal
213,11775,בטיחות,noun
213,15281,לבן,adjective
213,15720,משך,noun
213,19195,עיבד,verb
213,2663,פיתח,verb
213,5883,תמורה,noun
213,9337,עבירה,noun
213,9611,שיחק,participle:noun
212,12675,גז,participle:noun
212,13487,העלה,participle:noun
212,2237,פרח,noun
211,13513,היסטוריה,noun
211,16312,השאיר,verb
211,17355,הוברמן,properName
211,20429,ויתר,verb
211,22052,תיכון,adjective
211,4894,עיקרון,noun
210,14800,תוכנייה,noun
210,8444,התרחש,verb
209,16387,התכנס,verb
209,18547,אנרגיה,noun
208,13158,תקנה,noun
208,13842,ברכה,noun
208,2579,שיווק,noun
208,4572,הרס,noun
208,7920,מחצית,noun
207,12996,דלק,noun
207,15769,גוריון,properName
207,3352,כאב,noun
207,6434,היסטורי,adjective
207,6721,שריפה,noun
207,9851,הרחבה,noun
206,0,פריאל,properName
206,11448,גדוד,noun
206,11819,ראיה,noun
206,20051,נקרא,verb
206,3844,חלוץ,noun
206,8907,נכח,participle:noun
205,10207,עזרא,properName
205,10254,ג'נין,properName
205,10264,חוג,noun
205,13033,נענה,verb
205,1871,הניח,verb
205,21688,גבה,participle:noun
205,24713,איזה,interrogative
205,351,איחז,participle:noun
205,492,הגביר,verb
205,9803,כתב,participle:noun
204,10341,שם,verb
204,11152,קבע,noun
204,1993,ייבוא,noun
204,6610,היכן,interrogative
203,10484,ריבע,verb
203,14944,ירדן,properName
203,19403,הסיר,participle:noun
203,24548,מערך,properName
203,2992,הציל,verb
203,4431,הפנה,verb
203,6147,קבינט,noun
202,15403,שלט,noun
202,17100,שמואל,properName
202,18467,יצא,participle:noun
202,469,מונה,participle:noun
202,623,רצח,participle:noun
201,13457,עמק,noun
201,1373,ים,properName
201,18171,הוליך,verb
201,3035,יישן,verb
201,509,נכה,noun
201,5555,הינתקות,noun
201,8281,נסע,participle:noun
200,12777,לחם,noun
200,16035,הופיע,verb
200,16967,כיהן,verb
200,18342,יגאל,properName
200,24677,מבלי,conjunction
200,3720,חממה,noun
200,9017,נמלט,verb
200,985,מכרז,noun
200,9865,אקדמי,adjective
199,13697,ייתכן,adverb
199,14158,אריה,properName
199,14228,הבהיר,participle:verb
199,18212,לבד,adverb
199,18388,חקיקה,noun
199,2954,יולי,properName
198,15333,רבין,properName
198,5021,מודעה,noun
198,8064,לוח,noun
197,11454,פינה,noun
197,12956,חקר,verb
197,13934,קם,verb
197,18931,קבע,participle:adjective
197,18981,נסיבה,noun
197,20973,שקט,noun
197,2930,נטל,verb
197,7416,כן,adverb
197,9515,ממצא,noun
196,10661,הסברה,noun
196,1558,נאבק,verb
196,15663,נבנה,verb
196,16884,אוגוסט,properName
196,17070,רקטה,noun
196,1841,התחייב,verb
196,19117,פסגה,noun
196,24673,מאשר,conjunction
196,433,תקן,noun
